epoch,step,train_loss
0,49,5.627938270568848
0,99,4.850495338439941
0,149,7.864679336547852
0,199,6.329841613769531
0,249,5.404537200927734
0,299,8.886478424072266
1,349,4.2893967628479
1,399,6.445758819580078
1,449,5.171330451965332
1,499,6.30797004699707
1,549,5.270667552947998
1,599,3.061086416244507
2,649,6.251659393310547
2,699,3.9639952182769775
2,749,3.707885503768921
2,799,6.301807880401611
2,849,5.696963310241699
2,899,6.781486511230469
3,949,6.057579040527344
3,999,4.179352283477783
3,1049,5.9298319816589355
3,1099,4.21823787689209
3,1149,2.9061856269836426
3,1199,6.6014251708984375
4,1249,6.971529006958008
4,1299,3.9628748893737793
4,1349,6.304984092712402
4,1399,6.494132995605469
4,1449,4.236970901489258
4,1499,4.271275043487549
4,1549,0.5198682546615601
5,1599,6.440802574157715
5,1649,6.661994934082031
5,1699,5.888535022735596
5,1749,4.907695770263672
5,1799,3.9816431999206543
5,1849,5.910005569458008
6,1899,4.499680042266846
6,1949,6.298654556274414
6,1999,6.048184394836426
6,2049,5.230905532836914
6,2099,4.751224040985107
6,2149,2.6213841438293457
7,2199,5.698095798492432
7,2249,7.344902515411377
7,2299,6.581450462341309
7,2349,5.168747425079346
7,2399,4.320659637451172
7,2449,4.089329242706299
8,2499,4.065117835998535
8,2549,5.24707555770874
8,2599,5.7194976806640625
8,2649,4.704568862915039
8,2699,6.291399002075195
8,2749,2.597907304763794
9,2799,5.502475261688232
9,2849,6.412785053253174
9,2899,4.52167272567749
9,2949,6.839898109436035
9,2999,5.205151557922363
9,3049,4.169119358062744
9,3099,0.4208429455757141
