location,bud_burst_date,bud_burst_days,flowering_date,flowering_days
Bukchuncheon,2020-03-30,89,2020-04-01,91
Bukchuncheon,2021-03-26,84,2021-04-01,90
Bukchuncheon,2022-04-01,90,2022-04-11,100
Bukchuncheon,2023-03-27,85,2023-04-01,90
Bukchuncheon,2024-03-25,84,2024-04-03,93
Cheorwon,1988-04-13,103,1988-04-20,110
Cheorwon,1989-03-27,85,1989-04-10,99
Cheorwon,1990-04-04,93,1990-04-11,100
Cheorwon,1991-04-10,99,1991-04-20,109
Cheorwon,1992-04-01,91,1992-04-07,97
Cheorwon,1993-04-06,95,1993-04-10,99
Cheorwon,1994-04-06,95,1994-04-12,101
Cheorwon,1995-04-11,100,1995-04-26,115
Cheorwon,1996-04-10,100,1996-04-27,117
Cheorwon,1997-04-03,92,1997-04-16,105
Cheorwon,1998-03-30,88,1998-04-11,100
Cheorwon,1999-04-05,94,1999-04-19,108
Cheorwon,2000-04-09,99,2000-04-18,108
Cheorwon,2001-04-13,102,2001-04-16,105
Cheorwon,2002-04-04,93,2002-04-09,98
Cheorwon,2003-04-04,93,2003-04-14,103
Cheorwon,2004-04-05,95,2004-04-12,102
Cheorwon,2005-04-10,99,2005-04-19,108
Cheorwon,2006-04-11,100,2006-04-21,110
Cheorwon,2007-04-06,95,2007-04-17,106
Cheorwon,2008-04-07,97,2008-04-11,101
Cheorwon,2009-03-29,87,2009-04-11,100
Cheorwon,2010-04-12,101,2010-04-25,114
Cheorwon,2011-04-05,94,2011-04-20,109
Cheorwon,2012-04-15,105,2012-04-19,109
Cheorwon,2013-04-20,109,2013-04-24,113
Cheorwon,2014-03-30,88,2014-04-02,91
Cheorwon,2015-03-30,88,2015-04-06,95
Dongducheon,1998-03-24,82,1998-04-06,95
Dongducheon,1999-04-01,90,1999-04-16,105
Dongducheon,2000-04-03,93,2000-04-19,109
Dongducheon,2001-03-31,89,2001-04-14,103
Dongducheon,2002-03-30,88,2002-04-04,93
Dongducheon,2003-03-30,88,2003-04-12,101
Dongducheon,2004-03-29,88,2004-04-11,101
Dongducheon,2005-04-08,97,2005-04-17,106
Dongducheon,2006-04-07,96,2006-04-11,100
Dongducheon,2007-04-03,92,2007-04-10,99
Dongducheon,2008-04-05,95,2008-04-12,102
Dongducheon,2009-03-28,86,2009-04-11,100
Dongducheon,2010-04-07,96,2010-04-23,112
Dongducheon,2011-04-06,95,2011-04-25,114
Dongducheon,2012-04-16,106,2012-04-20,110
Dongducheon,2013-04-21,110,2013-04-27,116
Dongducheon,2014-04-07,96,2014-04-09,98
Dongducheon,2015-03-27,85,2015-04-03,92
Paju,2002-04-08,97,2002-04-13,102
Paju,2003-04-06,95,2003-04-13,102
Paju,2004-03-31,90,2004-04-07,97
Paju,2005-04-05,94,2005-04-20,109
Paju,2006-03-28,86,2006-04-10,99
Paju,2007-04-04,93,2007-04-09,98
Paju,2008-04-06,96,2008-04-12,102
Paju,2009-04-03,92,2009-04-12,101
Paju,2010-04-06,95,2010-04-20,109
Paju,2011-04-14,103,2011-04-22,111
Paju,2012-04-10,100,2012-04-18,108
Paju,2013-04-12,101,2013-04-21,110
Paju,2014-03-31,89,2014-04-09,98
Paju,2015-04-10,99,2015-04-13,102
Daegwallyeong,1975-05-08,127,1976-05-17,137
Daegwallyeong,1976-05-08,128,1977-05-11,130
Daegwallyeong,1977-04-30,119,1978-05-04,123
Daegwallyeong,1978-04-30,119,1979-05-13,132
Daegwallyeong,1979-04-28,117,1982-05-09,128
Daegwallyeong,1982-04-27,116,1989-05-01,120
Daegwallyeong,1988-04-27,117,1990-05-16,135
Daegwallyeong,1989-04-21,110,1991-05-13,132
Daegwallyeong,1990-04-27,116,1992-05-11,131
Daegwallyeong,1991-04-24,113,1993-05-11,130
Daegwallyeong,1992-04-23,113,1994-04-28,117
Daegwallyeong,1993-04-24,113,1995-05-02,121
Daegwallyeong,1994-04-20,109,1996-05-13,133
Daegwallyeong,1995-04-27,116,1997-05-03,122
Daegwallyeong,1996-05-02,122,1998-04-24,113
Daegwallyeong,1997-04-26,115,1999-05-06,125
Daegwallyeong,1998-04-21,110,2000-05-07,127
Daegwallyeong,1999-04-30,119,2001-05-03,122
Daegwallyeong,2000-04-28,118,2002-04-24,113
Daegwallyeong,2001-04-26,115,2003-05-09,128
Daegwallyeong,2002-04-17,106,2004-04-24,114
Daegwallyeong,2003-04-24,113,2005-04-29,118
Daegwallyeong,2004-04-14,104,2006-05-12,131
Daegwallyeong,2005-04-21,110,2007-05-08,127
Daegwallyeong,2006-05-05,124,2008-05-05,125
Daegwallyeong,2007-04-24,113,2009-04-25,114
Daegwallyeong,2008-04-30,120,2010-05-13,132
Daegwallyeong,2009-04-16,105,2011-05-13,132
Daegwallyeong,2010-05-03,122,2012-05-03,123
Daegwallyeong,2011-05-03,122,2013-05-13,132
Daegwallyeong,2012-04-15,105,2014-04-30,119
Daegwallyeong,2013-05-04,123,2015-04-30,119
Daegwallyeong,2014-04-23,112,,
Daegwallyeong,2015-04-22,111,,
Chuncheon,1973-04-01,90,1974-04-24,113
Chuncheon,1974-04-01,90,1975-04-19,108
Chuncheon,1975-04-10,99,1976-04-22,112
Chuncheon,1979-04-05,94,1978-04-22,111
Chuncheon,1980-04-02,92,1979-04-13,102
Chuncheon,1981-04-01,90,1980-04-17,107
Chuncheon,1982-03-26,84,1981-04-07,96
Chuncheon,1983-04-07,96,1982-04-21,110
Chuncheon,1984-04-14,104,1983-04-13,102
Chuncheon,1985-04-04,93,1984-04-21,111
Chuncheon,1986-04-03,92,1985-04-14,103
Chuncheon,1987-03-27,85,1986-04-14,103
Chuncheon,1988-04-12,102,1987-04-13,102
Chuncheon,1989-04-05,94,1988-04-17,107
Chuncheon,1990-03-31,89,1989-04-10,99
Chuncheon,1991-04-03,92,1990-04-09,98
Chuncheon,1992-03-29,88,1991-04-15,104
Chuncheon,1993-03-25,83,1992-04-06,96
Chuncheon,1994-03-31,89,1993-04-17,106
Chuncheon,1995-04-06,95,1994-04-08,97
Chuncheon,1996-04-19,109,1995-04-17,106
Chuncheon,1997-04-04,93,1996-04-24,114
Chuncheon,1998-03-30,88,1997-04-11,100
Chuncheon,1999-04-06,95,1998-04-04,93
Chuncheon,2000-04-06,96,1999-04-16,105
Chuncheon,2001-04-04,93,2000-04-12,102
Chuncheon,2002-03-29,87,2001-04-12,101
Chuncheon,2003-04-02,91,2002-04-02,91
Chuncheon,2004-03-26,85,2003-04-10,99
Chuncheon,2005-04-01,90,2004-04-08,98
Chuncheon,2006-04-01,90,2005-04-13,102
Chuncheon,2007-04-09,98,2006-04-12,101
Chuncheon,2008-03-30,89,2007-04-12,101
Chuncheon,2009-04-02,91,2008-04-08,98
Chuncheon,2010-04-06,95,2009-04-08,97
Chuncheon,2011-04-02,91,2010-04-18,107
Chuncheon,2012-04-09,99,2011-04-14,103
Chuncheon,2013-03-26,84,2012-04-15,105
Chuncheon,2014-03-28,86,2013-04-15,104
Chuncheon,2015-03-24,82,2014-03-31,89
Chuncheon,2016-03-27,86,2015-04-04,93
Chuncheon,,,2016-04-05,95
Baengnyeongdo,2001-03-29,87,2001-04-18,107
Baengnyeongdo,2002-04-02,91,2002-04-17,106
Baengnyeongdo,2003-03-25,83,2003-04-08,97
Baengnyeongdo,2004-03-26,85,2004-04-15,105
Baengnyeongdo,2005-04-07,96,2005-04-28,117
Baengnyeongdo,2006-04-05,94,2006-04-24,113
Baengnyeongdo,2007-03-29,87,2007-04-13,102
Baengnyeongdo,2008-03-29,88,2008-04-15,105
Baengnyeongdo,2009-04-04,93,2009-04-18,107
Baengnyeongdo,2010-04-09,98,2010-04-30,119
Baengnyeongdo,2011-04-03,92,2011-04-28,117
Baengnyeongdo,2012-04-09,99,2012-04-27,117
Baengnyeongdo,2013-03-30,88,2013-04-26,115
Baengnyeongdo,2014-03-25,83,2014-04-11,100
Baengnyeongdo,2015-04-05,94,2015-04-20,109
Baengnyeongdo,2016-04-11,101,2016-04-17,107
Baengnyeongdo,2017-04-03,92,2017-04-13,102
Baengnyeongdo,2018-04-11,100,2018-04-23,112
Baengnyeongdo,2019-04-05,94,2019-04-15,104
Baengnyeongdo,2020-04-01,91,2020-04-13,103
Baengnyeongdo,2021-04-02,91,2021-04-13,102
Baengnyeongdo,2022-04-08,97,2022-04-21,110
Baengnyeongdo,2023-03-27,85,2023-04-10,99
Baengnyeongdo,2024-03-29,88,2024-04-14,104
Bukgangneung,2009-03-20,78,2009-04-04,93
Bukgangneung,2010-04-01,90,2010-04-18,107
Bukgangneung,2011-03-28,86,2011-04-11,100
Bukgangneung,2012-04-06,96,2012-04-13,103
Bukgangneung,2013-03-24,82,2013-04-09,98
Bukgangneung,2014-03-27,85,2014-04-02,91
Bukgangneung,2015-03-20,78,2015-04-03,92
Bukgangneung,2016-03-19,78,2016-04-04,94
Bukgangneung,2017-03-19,77,2017-04-03,92
Bukgangneung,2018-03-22,80,2018-03-31,89
Bukgangneung,2019-03-20,78,2019-03-31,89
Bukgangneung,2020-03-21,80,2020-03-26,85
Bukgangneung,2021-03-19,77,2021-03-28,86
Bukgangneung,2022-03-27,85,2022-04-06,95
Bukgangneung,2023-03-09,67,2023-03-26,84
Bukgangneung,2024-03-08,67,2024-04-05,95
Gangneung,1973-03-17,75,1973-04-05,94
Gangneung,1974-03-24,82,1974-04-13,102
Gangneung,1975-03-09,67,1975-04-10,99
Gangneung,1976-03-15,74,1976-04-13,103
Gangneung,1977-03-16,74,1977-04-08,97
Gangneung,1978-03-24,82,1978-04-08,97
Gangneung,1979-03-28,86,1979-04-04,93
Gangneung,1980-03-27,86,1980-04-09,99
Gangneung,1981-04-02,91,1981-04-08,97
Gangneung,1982-03-29,87,1982-04-06,95
Gangneung,1983-04-02,91,1983-04-08,97
Gangneung,1984-03-20,79,1984-04-23,113
Gangneung,1985-03-19,77,1985-04-10,99
Gangneung,1986-03-25,83,1986-04-11,100
Gangneung,1987-03-24,82,1987-04-10,99
Gangneung,1988-03-26,85,1988-04-15,105
Gangneung,1989-03-19,77,1989-04-03,92
Gangneung,1990-03-14,72,1990-04-01,90
Gangneung,1991-04-07,96,1991-04-12,101
Gangneung,1992-03-28,87,1992-04-03,93
Gangneung,1993-03-22,80,1993-04-06,95
Gangneung,1994-03-27,85,1994-04-06,95
Gangneung,1995-03-30,88,1995-04-07,96
Gangneung,1996-03-30,89,1996-04-13,103
Gangneung,1997-03-29,87,1997-04-05,94
Gangneung,1998-03-22,80,1998-03-28,86
Gangneung,1999-03-20,78,1999-04-03,92
Gangneung,2000-03-27,86,2000-04-04,94
Gangneung,2001-03-25,83,2001-04-02,91
Gangneung,2002-03-17,75,2002-03-21,79
Gangneung,2003-03-25,83,2003-04-04,93
Gangneung,2004-03-16,75,2004-03-26,85
Gangneung,2005-03-17,75,2005-04-07,96
Gangneung,2006-03-20,78,2006-04-03,92
Gangneung,2007-03-09,67,2007-03-29,87
Gangneung,2008-03-19,78,2008-04-03,93
Donghae,1993-03-24,82,1993-04-04,93
Donghae,1994-03-29,87,1994-04-06,95
Donghae,1995-03-26,84,1995-04-12,101
Donghae,1996-03-28,87,1996-04-18,108
Donghae,1997-03-20,78,1997-04-07,96
Donghae,1998-03-01,59,1998-03-26,84
Donghae,1999-03-19,77,1999-04-05,94
Donghae,2000-03-15,74,2000-04-06,96
Donghae,2001-03-22,80,2001-04-02,91
Donghae,2002-03-08,66,2002-03-21,79
Donghae,2003-03-31,89,2003-04-06,95
Donghae,2004-03-23,82,2004-03-28,87
Donghae,2005-03-20,78,2005-04-08,97
Donghae,2006-03-20,78,2006-04-03,92
Donghae,2007-03-13,71,2007-03-31,89
Donghae,2008-03-15,74,2008-04-03,93
Donghae,2009-03-19,77,2009-03-30,88
Donghae,2010-03-30,88,2010-04-17,106
Donghae,2011-04-01,90,2011-04-10,99
Donghae,2012-04-03,93,2012-04-12,102
Donghae,2013-04-02,91,2013-04-09,98
Donghae,2014-03-27,85,2014-04-02,91
Donghae,2015-03-24,82,2015-03-31,89
Seoul,1973-03-23,81,1973-04-08,97
Seoul,1974-03-25,83,1974-04-15,104
Seoul,1975-03-22,80,1975-04-15,104
Seoul,1976-04-05,95,1976-04-11,101
Seoul,1977-03-26,84,1977-04-07,96
Seoul,1979-03-22,80,1978-04-12,101
Seoul,1980-03-29,88,1979-04-04,93
Seoul,1981-04-05,94,1980-04-11,101
Seoul,1982-03-31,89,1981-04-11,100
Seoul,1983-03-19,77,1982-04-08,97
Seoul,1984-03-30,89,1983-04-08,97
Seoul,1985-03-26,84,1984-04-19,109
Seoul,1986-03-24,82,1985-04-14,103
Seoul,1987-03-18,76,1986-04-15,104
Seoul,1988-03-23,82,1987-04-16,105
Seoul,1989-03-20,78,1988-04-13,103
Seoul,1990-03-25,83,1989-04-06,95
Seoul,1991-04-06,95,1990-04-06,95
Seoul,1992-03-02,61,1991-04-11,100
Seoul,1993-03-15,73,1992-04-02,92
Seoul,1994-03-22,80,1993-04-15,104
Seoul,1995-03-19,77,1994-04-08,97
Seoul,1996-03-25,84,1995-04-13,102
Seoul,1997-03-26,84,1996-04-20,110
Seoul,1998-03-09,67,1997-04-08,97
Seoul,1999-03-20,78,1998-04-03,92
Seoul,2000-03-29,88,1999-04-08,97
Seoul,2001-04-01,90,2000-04-10,100
Seoul,2002-03-19,77,2001-04-10,99
Seoul,2003-03-20,78,2002-04-02,91
Seoul,2004-03-25,84,2003-04-05,94
Seoul,2005-04-01,90,2004-04-05,95
Seoul,2006-04-04,93,2005-04-12,101
Seoul,2007-03-14,72,2006-04-10,99
Seoul,2008-03-24,83,2007-04-03,92
Seoul,2009-03-19,77,2008-04-06,96
Seoul,2010-03-27,85,2009-04-06,95
Seoul,2011-04-01,90,2010-04-12,101
Seoul,2012-04-02,92,2011-04-13,102
Seoul,2013-04-03,92,2012-04-15,105
Seoul,2014-03-23,81,2013-04-15,104
Seoul,2015-03-25,83,2014-03-28,86
Seoul,2016-03-24,83,2015-04-03,92
Seoul,2017-03-25,83,2016-04-02,92
Seoul,2018-03-27,85,2017-04-06,95
Seoul,2019-03-22,80,2018-04-02,91
Seoul,2020-03-21,80,2019-04-03,92
Seoul,2021-03-16,74,2020-03-27,86
Seoul,2022-03-26,84,2021-03-24,82
Seoul,2023-03-21,79,2022-04-04,93
Seoul,2024-03-23,82,2023-03-25,83
Seoul,,,2024-04-01,91
Incheon,1973-04-11,100,1973-04-17,106
Incheon,1974-04-05,94,1974-04-22,111
Incheon,1975-04-08,97,1975-04-18,107
Incheon,1976-04-02,92,1976-04-20,110
Incheon,1977-04-03,92,1977-04-16,105
Incheon,1978-04-01,90,1978-04-21,110
Incheon,1979-04-09,98,1979-04-14,103
Incheon,1980-04-16,106,1980-04-20,110
Incheon,1981-04-08,97,1981-04-15,104
Incheon,1982-04-02,91,1982-04-10,99
Incheon,1983-04-01,90,1983-04-06,95
Incheon,1985-04-03,92,1985-04-18,107
Incheon,1986-04-15,104,1986-04-20,109
Incheon,1987-04-07,96,1987-04-16,105
Incheon,1988-04-11,101,1988-04-17,107
Incheon,1989-03-21,79,1989-04-05,94
Incheon,1990-03-19,77,1990-04-12,101
Incheon,1991-04-07,96,1991-04-11,100
Incheon,1992-03-29,88,1992-04-04,94
Incheon,1993-04-01,90,1993-04-20,109
Incheon,1994-04-03,92,1994-04-10,99
Incheon,1995-03-26,84,1995-04-15,104
Incheon,1996-04-12,102,1996-04-21,111
Incheon,1997-03-17,75,1997-04-14,103
Incheon,1998-03-15,73,1998-04-09,98
Incheon,1999-03-13,71,1999-04-13,102
Incheon,2000-03-16,75,2000-04-15,105
Incheon,2001-03-24,82,2001-04-15,104
Incheon,2002-03-13,71,2002-04-04,93
Incheon,2003-03-17,75,2003-04-07,96
Incheon,2004-03-20,79,2004-04-09,99
Incheon,2005-04-04,93,2005-04-16,105
Incheon,2006-04-06,95,2006-04-14,103
Incheon,2007-04-01,90,2007-04-10,99
Incheon,2008-03-30,89,2008-04-08,98
Incheon,2009-03-23,81,2009-04-09,98
Incheon,2010-04-06,95,2010-04-20,109
Incheon,2011-04-04,93,2011-04-20,109
Incheon,2012-04-09,99,2012-04-19,109
Incheon,2013-04-03,92,2013-04-17,106
Incheon,2014-03-19,77,2014-03-30,88
Incheon,2015-03-20,78,2015-04-08,97
Incheon,2016-03-23,82,2016-04-06,96
Incheon,2017-03-30,88,2017-04-10,99
Incheon,2018-04-02,91,2018-04-06,95
Incheon,2019-04-03,92,2019-04-08,97
Incheon,2020-03-26,85,2020-03-30,89
Incheon,2021-03-26,84,2021-03-31,89
Incheon,2022-03-28,86,2022-04-09,98
Incheon,2023-03-24,82,2023-04-02,91
Incheon,2024-03-26,85,2024-04-03,93
Wonju,1973-04-09,98,1973-04-10,99
Wonju,1979-04-02,91,1974-04-05,94
Wonju,1980-04-04,94,1975-04-11,100
Wonju,1981-04-01,90,1976-04-14,104
Wonju,1982-03-30,88,1979-04-13,102
Wonju,1983-04-06,95,1980-04-12,102
Wonju,1984-04-11,101,1981-04-11,100
Wonju,1985-04-11,100,1982-04-21,110
Wonju,1986-03-26,84,1983-04-19,108
Wonju,1987-03-27,85,1984-04-20,110
Wonju,1988-03-24,83,1985-04-16,105
Wonju,1989-03-21,79,1986-04-14,103
Wonju,1990-03-21,79,1987-04-15,104
Wonju,1991-03-21,79,1988-04-16,106
Wonju,1992-03-21,80,1989-04-09,98
Wonju,1993-03-23,81,1990-04-06,95
Wonju,1994-03-21,79,1991-04-09,98
Wonju,1995-03-23,81,1992-04-04,94
Wonju,1996-03-29,88,1993-04-16,105
Wonju,1997-03-22,80,1994-04-07,96
Wonju,1998-03-17,75,1995-04-14,103
Wonju,1999-03-26,84,1996-04-22,112
Wonju,2000-04-01,91,1997-04-09,98
Wonju,2001-03-30,88,1998-04-04,93
Wonju,2002-03-19,77,1999-04-08,97
Wonju,2003-03-24,82,2000-04-11,101
Wonju,2004-03-26,85,2001-04-10,99
Wonju,2005-04-08,97,2002-04-02,91
Wonju,2006-04-05,94,2003-04-06,95
Wonju,2007-03-25,83,2004-04-07,97
Wonju,2008-03-18,77,2005-04-12,101
Wonju,2009-03-18,76,2006-04-12,101
Wonju,2010-03-13,71,2007-04-07,96
Wonju,2011-04-01,90,2008-04-09,99
Wonju,2012-03-31,90,2009-04-05,94
Wonju,2013-03-29,87,2010-04-14,103
Wonju,2014-03-27,85,2011-04-15,104
Wonju,2015-03-31,89,2012-04-16,106
Wonju,,,2013-04-17,106
Wonju,,,2014-04-01,90
Wonju,,,2015-04-06,95
Ulleungdo,1973-03-31,89,1973-04-11,100
Ulleungdo,1974-04-04,93,1974-04-19,108
Ulleungdo,1975-03-24,82,1975-04-16,105
Ulleungdo,1976-03-17,76,1976-04-11,101
Ulleungdo,1977-03-17,75,1977-04-13,102
Ulleungdo,1978-03-20,78,1978-04-15,104
Ulleungdo,1979-03-13,71,1979-04-12,101
Ulleungdo,1980-03-20,79,1980-04-19,109
Ulleungdo,1981-03-27,85,1981-04-15,104
Ulleungdo,1982-03-16,74,1982-04-12,101
Ulleungdo,1983-04-01,90,1983-04-15,104
Ulleungdo,1984-04-02,92,1984-04-25,115
Ulleungdo,1985-03-28,86,1985-04-20,109
Ulleungdo,1986-03-24,82,1986-04-17,106
Ulleungdo,1987-03-21,79,1987-04-05,94
Ulleungdo,1988-03-26,85,1988-04-17,107
Ulleungdo,1989-03-21,79,1989-04-08,97
Ulleungdo,1990-03-15,73,1990-03-31,89
Ulleungdo,1991-03-31,89,1991-04-14,103
Ulleungdo,1992-03-23,82,1992-04-05,95
Ulleungdo,1993-03-23,81,1993-04-03,92
Ulleungdo,1994-03-28,86,1994-04-04,93
Ulleungdo,1995-03-26,84,1995-04-06,95
Ulleungdo,1996-03-26,85,1996-04-12,102
Ulleungdo,1997-03-11,69,1997-03-31,89
Ulleungdo,1998-03-13,71,1998-03-31,89
Ulleungdo,1999-03-18,76,1999-04-13,102
Ulleungdo,2000-03-30,89,2000-04-11,101
Ulleungdo,2001-03-29,87,2001-04-05,94
Ulleungdo,2002-03-30,88,2002-04-03,92
Ulleungdo,2003-04-01,90,2003-04-04,93
Ulleungdo,2004-03-24,83,2004-04-02,92
Ulleungdo,2005-04-03,92,2005-04-13,102
Ulleungdo,2006-04-01,90,2006-04-06,95
Ulleungdo,2007-03-28,86,2007-04-03,92
Ulleungdo,2008-03-18,77,2008-04-03,93
Ulleungdo,2009-03-20,78,2009-04-05,94
Ulleungdo,2010-03-29,87,2010-04-06,95
Ulleungdo,2011-03-29,87,2011-04-10,99
Ulleungdo,2012-04-05,95,2012-04-14,104
Ulleungdo,2013-03-29,87,2013-04-12,101
Ulleungdo,2014-03-20,78,2014-04-02,91
Ulleungdo,2015-03-25,83,2015-04-02,91
Ulleungdo,2016-03-27,86,2016-04-02,92
Ulleungdo,2017-03-22,80,2017-04-03,92
Ulleungdo,2018-03-23,81,2018-04-02,91
Ulleungdo,2019-03-18,76,2019-03-20,78
Ulleungdo,2020-03-22,81,2020-03-25,84
Ulleungdo,2021-03-22,80,2021-03-24,82
Ulleungdo,2022-03-26,84,2022-04-04,93
Ulleungdo,2023-03-11,69,2023-03-20,78
Ulleungdo,2024-03-17,76,2024-03-27,86
Suwon,1973-04-06,95,1973-04-12,101
Suwon,1974-04-16,105,1974-04-20,109
Suwon,1975-04-13,102,1975-04-17,106
Suwon,1976-03-21,80,1976-04-16,106
Suwon,1977-03-28,86,1977-04-16,105
Suwon,1978-03-30,88,1978-04-17,106
Suwon,1979-04-11,100,1979-04-12,101
Suwon,1980-03-30,89,1980-04-12,102
Suwon,1981-04-04,93,1981-04-17,106
Suwon,1982-04-01,90,1982-04-13,102
Suwon,1983-04-02,91,1983-04-07,96
Suwon,1984-04-10,100,1984-04-20,110
Suwon,1985-04-07,96,1985-04-16,105
Suwon,1987-04-09,98,1986-04-12,101
Suwon,1988-04-02,92,1987-04-13,102
Suwon,1989-03-31,89,1988-04-16,106
Suwon,1990-04-02,91,1989-04-05,94
Suwon,1991-04-08,97,1990-04-09,98
Suwon,1992-03-28,87,1991-04-11,100
Suwon,1993-04-05,94,1992-04-01,91
Suwon,1994-04-03,92,1993-04-15,104
Suwon,1995-04-01,90,1994-04-10,99
Suwon,1996-04-12,102,1995-04-13,102
Suwon,1997-04-07,96,1996-04-21,111
Suwon,1998-03-16,74,1997-04-10,99
Suwon,1999-03-24,82,1998-04-02,91
Suwon,2000-03-29,88,1999-04-10,99
Suwon,2001-03-23,81,2000-04-10,100
Suwon,2002-03-19,77,2001-04-09,98
Suwon,2003-03-21,79,2002-03-28,86
Suwon,2004-03-22,81,2003-03-30,88
Suwon,2005-03-30,88,2004-04-06,96
Suwon,2006-03-29,87,2005-04-08,97
Suwon,2007-03-19,77,2006-04-07,96
Suwon,2008-03-27,86,2007-04-07,96
Suwon,2009-04-02,91,2008-04-06,96
Suwon,2010-03-27,85,2009-04-06,95
Suwon,2011-04-01,90,2010-04-12,101
Suwon,2012-04-12,102,2011-04-13,102
Suwon,2013-04-07,96,2012-04-16,106
Suwon,2014-03-22,80,2013-04-16,105
Suwon,2015-03-22,80,2014-03-29,87
Suwon,2016-03-25,84,2015-04-04,93
Suwon,2017-03-22,80,2016-04-02,92
Suwon,2018-03-22,80,2017-04-08,97
Suwon,2019-03-23,81,2018-04-02,91
Suwon,2020-03-26,85,2019-04-07,96
Suwon,2021-03-24,82,2020-03-31,90
Suwon,2022-03-30,88,2021-03-29,87
Suwon,2023-03-25,83,2022-04-11,100
Suwon,2024-03-31,90,2023-03-30,88
Suwon,,,2024-04-03,93
Yeongwol,1995-03-20,78,1995-04-16,105
Yeongwol,1996-04-10,100,1996-04-25,115
Yeongwol,1997-04-09,98,1997-04-14,103
Yeongwol,1998-03-30,88,1998-04-07,96
Yeongwol,1999-04-01,90,1999-04-16,105
Yeongwol,2000-04-11,101,2000-04-20,110
Yeongwol,2001-04-09,98,2001-04-14,103
Yeongwol,2002-03-29,87,2002-04-06,95
Yeongwol,2003-03-26,84,2003-04-12,101
Yeongwol,2004-04-03,93,2004-04-10,100
Yeongwol,2005-04-08,97,2005-04-11,100
Yeongwol,2006-04-07,96,2006-04-12,101
Yeongwol,2007-03-30,88,2007-04-12,101
Yeongwol,2008-04-01,91,2008-04-08,98
Yeongwol,2009-04-02,91,2009-04-07,96
Yeongwol,2010-04-10,99,2010-04-19,108
Yeongwol,2011-04-16,105,2011-04-20,109
Yeongwol,2012-04-18,108,2012-04-23,113
Yeongwol,2013-04-08,97,2013-04-17,106
Yeongwol,2014-04-03,92,2014-04-08,97
Yeongwol,2015-04-03,92,2015-04-11,100
Chungju,1980-04-06,96,1975-04-13,102
Chungju,1981-04-06,95,1976-04-15,105
Chungju,1983-03-29,87,1977-04-15,104
Chungju,1984-04-14,104,1978-04-16,105
Chungju,1985-04-06,95,1979-04-11,100
Chungju,1986-04-08,97,1980-04-14,104
Chungju,1987-04-08,97,1981-04-14,103
Chungju,1988-04-09,99,1982-04-08,97
Chungju,1989-03-27,85,1983-04-13,102
Chungju,1990-03-22,80,1984-04-21,111
Chungju,1991-04-02,91,1985-04-12,101
Chungju,1992-03-23,82,1986-04-14,103
Chungju,1993-03-25,83,1987-04-15,104
Chungju,1994-03-29,87,1988-04-14,104
Chungju,1995-03-27,85,1989-04-05,94
Chungju,1996-03-23,82,1990-04-04,93
Chungju,1997-03-16,74,1991-04-12,101
Chungju,1998-03-12,70,1992-04-02,92
Chungju,1999-03-09,67,1993-04-13,102
