epoch,step,train_loss_epoch,train_loss_step
0,49,,2.9446401596069336
0,99,,3.9837212562561035
0,149,,2.282175302505493
0,199,,2.385808229446411
0,249,,2.3184075355529785
0,299,,1.3183481693267822
0,309,3.2323200702667236,
1,349,,1.6405619382858276
1,399,,3.361952304840088
1,449,,2.2008213996887207
1,499,,1.6940205097198486
1,549,,1.7806328535079956
1,599,,1.7207168340682983
1,619,2.173102855682373,
2,649,,2.2616751194000244
2,699,,2.8590469360351562
2,749,,3.099836826324463
2,799,,1.7710351943969727
2,849,,2.532482385635376
2,899,,1.2845485210418701
2,929,1.9778306484222412,
3,949,,1.2413748502731323
3,999,,1.5825483798980713
3,1049,,1.079668641090393
3,1099,,1.5619298219680786
3,1149,,2.911409378051758
3,1199,,2.0498859882354736
3,1239,1.8748739957809448,
4,1249,,1.8863146305084229
4,1299,,2.18973970413208
4,1349,,1.6321241855621338
4,1399,,1.5308144092559814
4,1449,,1.4695594310760498
4,1499,,1.1139335632324219
4,1549,,0.05187932401895523
4,1549,1.8454300165176392,
5,1599,,1.707674503326416
5,1649,,2.143460512161255
5,1699,,1.112795114517212
5,1749,,1.4508390426635742
5,1799,,2.64766788482666
5,1849,,1.7816951274871826
5,1859,1.7985494136810303,
6,1899,,1.5121078491210938
6,1949,,2.099147319793701
6,1999,,2.3309707641601562
6,2049,,2.1553966999053955
6,2099,,2.6406733989715576
6,2149,,1.9176068305969238
6,2169,1.7173868417739868,
7,2199,,1.4189002513885498
7,2249,,1.1112542152404785
7,2299,,1.7116097211837769
7,2349,,1.6897395849227905
7,2399,,3.5045762062072754
7,2449,,0.9972758293151855
7,2479,1.6306977272033691,
8,2499,,0.8233758211135864
8,2549,,2.481125831604004
8,2599,,1.5103418827056885
8,2649,,1.647758960723877
8,2699,,2.6132798194885254
8,2749,,1.189549446105957
8,2789,1.5784094333648682,
9,2799,,1.545790195465088
9,2849,,1.3229124546051025
9,2899,,1.7443804740905762
9,2949,,2.153714418411255
9,2999,,1.8177496194839478
9,3049,,1.4335235357284546
9,3099,,0.3254704177379608
9,3099,1.4933806657791138,
